     0.000  -179.846129924  -179.771252438  -179.766061964  -179.765552250  -179.760370596  -179.758052448  -179.753358824  -179.752064513  -179.751499308  -179.748061041  -179.746835084  -179.745687035  -179.741522234  -179.738553991  -179.734012877  -179.733872494  -179.728218978  -179.725221703  -179.719769573  -179.717292669  -179.711869571  -179.711466798  -179.705927572  -179.705457916  -179.700665437  -179.698202129  -179.697648317  -179.697491397  -179.695361039  -179.692946241  -179.692740077  -179.692207579  -179.692060582  -179.692040002  -179.690666313  -179.689915524  -179.687576062  -179.687074433  -179.686335405  -179.685909112  -179.684804795  -179.684025342  -179.683323430  -179.682443651  -179.680420968  -179.680026648  -179.678937030  -179.678835970  -179.678584972  -179.677770974  -179.676762573  -179.674744667  -179.674134629  -179.673895758  -179.673813807  -179.673693269  -179.673400744  -179.671145806  -179.670525110  -179.669715155  -179.669559705  -179.668532561  -179.667323509  -179.666847605  -179.665288331  -179.663755517  -179.661858149  -179.660310267  -179.658426864  -179.656378457  -179.655370790  -179.654121313  -179.653777707  -179.652760853  -179.651314767  -179.650038831  -179.647705616  -179.646982757  -179.646548747  -179.646105551  -179.644001652  -179.667323509  -179.534444531
     0.100  -179.846216200  -179.771370319  -179.766372778  -179.765708718  -179.760698315  -179.758372082  -179.753359842  -179.752599131  -179.751713840  -179.748268590  -179.747115029  -179.745818880  -179.741773147  -179.738936834  -179.734386165  -179.734017937  -179.728355968  -179.725115780  -179.719896641  -179.717133092  -179.711945925  -179.711268635  -179.705969749  -179.705392418  -179.700721578  -179.698475459  -179.697554154  -179.697535412  -179.695585125  -179.693438229  -179.692742197  -179.692440853  -179.692079239  -179.691915337  -179.690965367  -179.690099921  -179.687894594  -179.687037967  -179.686510982  -179.685873013  -179.685002054  -179.684287280  -179.683309748  -179.682860671  -179.680470862  -179.680345180  -179.679182064  -179.679065201  -179.678754669  -179.678204899  -179.676719491  -179.675109871  -179.674301753  -179.674246262  -179.674011801  -179.673599474  -179.673485183  -179.671413256  -179.670621676  -179.669903961  -179.669403803  -179.668339910  -179.667461234  -179.667109910  -179.665222465  -179.663840323  -179.662114574  -179.660594622  -179.658817057  -179.656058286  -179.655621336  -179.654210530  -179.653901835  -179.652858889  -179.651129099  -179.650127679  -179.648206425  -179.646979365  -179.646641271  -179.646097748  -179.643959305  -179.667461234  -179.534446931
     0.200  -179.846284225  -179.771486118  -179.766691434  -179.765825619  -179.761001903  -179.758661338  -179.753420885  -179.753041632  -179.751907547  -179.748450538  -179.747390688  -179.745932107  -179.742009484  -179.739285624  -179.734849246  -179.734025693  -179.728482425  -179.724994914  -179.719998843  -179.716946812  -179.711986388  -179.711056997  -179.705991103  -179.705304625  -179.700762041  -179.698736786  -179.697584327  -179.697414913  -179.695806762  -179.693904617  -179.692724964  -179.692670942  -179.692090670  -179.691751842  -179.691253153  -179.690272681  -179.688190097  -179.686990599  -179.686677127  -179.685855780  -179.685175917  -179.684528394  -179.683332204  -179.683161319  -179.680653545  -179.680517573  -179.679532324  -179.679380549  -179.678669082  -179.678593011  -179.676647134  -179.675477770  -179.674703095  -179.674383376  -179.674160675  -179.673608700  -179.673416868  -179.671632689  -179.670701828  -179.670217105  -179.669126385  -179.668151425  -179.667565641  -179.667351392  -179.665140920  -179.663925620  -179.662329964  -179.660861094  -179.659179445  -179.655969759  -179.655643792  -179.654284067  -179.654056956  -179.652886490  -179.650924076  -179.650192397  -179.648671710  -179.646944492  -179.646725466  -179.646071695  -179.643900178  -179.667565641  -179.534450222
     0.300  -179.846328236  -179.771597380  -179.766994160  -179.765914465  -179.761273025  -179.758916291  -179.753739046  -179.753177149  -179.752079079  -179.748599653  -179.747655195  -179.746021687  -179.742224380  -179.739594230  -179.735279492  -179.734006863  -179.728592952  -179.724855914  -179.720068211  -179.716731005  -179.711980787  -179.710831268  -179.705984767  -179.705189880  -179.700781430  -179.698981816  -179.697615109  -179.697242103  -179.696016880  -179.694335231  -179.692907887  -179.692656890  -179.692079190  -179.691579032  -179.691508473  -179.690425471  -179.688456074  -179.686928772  -179.686821832  -179.685857897  -179.685319887  -179.684742555  -179.683638605  -179.683087365  -179.680943042  -179.680556439  -179.679865184  -179.679665636  -179.678940204  -179.678534859  -179.676542678  -179.675819819  -179.675093652  -179.674492066  -179.674287372  -179.673656753  -179.673291465  -179.671794665  -179.670769359  -179.670501089  -179.668877871  -179.667972368  -179.667611122  -179.667563715  -179.665037199  -179.664003808  -179.662505538  -179.661093262  -179.659504221  -179.656178407  -179.655363674  -179.654338001  -179.654211583  -179.652865088  -179.650695040  -179.650231631  -179.649087257  -179.646875315  -179.646792262  -179.646021628  -179.643838351  -179.667611122  -179.534453171
     0.400  -179.846342964  -179.771700674  -179.767265398  -179.765978804  -179.761503471  -179.759133507  -179.754153606  -179.753155862  -179.752225002  -179.748709194  -179.747902179  -179.746082352  -179.742412564  -179.739857384  -179.735669798  -179.733958750  -179.728683016  -179.724697185  -179.720096904  -179.716482975  -179.711920547  -179.710590221  -179.705943269  -179.705043645  -179.700774109  -179.699207485  -179.697630571  -179.697024575  -179.696206168  -179.694720760  -179.693114814  -179.692562472  -179.692043939  -179.691767952  -179.691345334  -179.690551181  -179.688687256  -179.686951952  -179.686834722  -179.685871890  -179.685429060  -179.684927800  -179.683935935  -179.682920919  -179.681206930  -179.680585499  -179.680155532  -179.679911517  -179.679229449  -179.678377967  -179.676408571  -179.676119354  -179.675454191  -179.674573310  -179.674394708  -179.673679566  -179.673173528  -179.671892079  -179.670881840  -179.670681924  -179.668689008  -179.667806289  -179.667741243  -179.667558966  -179.664904930  -179.664063738  -179.662650726  -179.661272994  -179.659784279  -179.656390111  -179.655066768  -179.654376983  -179.654335456  -179.652808522  -179.650438190  -179.650252974  -179.649429789  -179.646840431  -179.646761788  -179.645943013  -179.643838746  -179.667741243  -179.534500068
     0.500  -179.846336668  -179.771815284  -179.767514878  -179.766040127  -179.761706647  -179.759324923  -179.754548613  -179.753105835  -179.752359089  -179.748778602  -179.748139899  -179.746128608  -179.742583768  -179.740082976  -179.736022543  -179.733883733  -179.728748015  -179.724533602  -179.720093548  -179.716219067  -179.711815028  -179.710345422  -179.705870824  -179.704876388  -179.700745396  -179.699422788  -179.697644855  -179.696775366  -179.696379944  -179.695064685  -179.693316520  -179.692438211  -179.692029559  -179.691957530  -179.691111193  -179.690657706  -179.688896679  -179.687058845  -179.686731776  -179.685901976  -179.685514638  -179.685095696  -179.684183578  -179.682718382  -179.681448325  -179.680628080  -179.680389210  -179.680126820  -179.679474152  -179.678196010  -179.676403745  -179.676239108  -179.675775332  -179.674626548  -179.674486533  -179.673674740  -179.673086384  -179.671928413  -179.671100818  -179.670710172  -179.668579079  -179.667899584  -179.667674311  -179.667387298  -179.664740244  -179.664115506  -179.662799145  -179.661400833  -179.660026409  -179.656595492  -179.654779340  -179.654459988  -179.654369585  -179.652736077  -179.650302905  -179.650161420  -179.649663466  -179.646860595  -179.646618050  -179.645845946  -179.643961441  -179.668579079  -179.534405531
     0.600  -179.846301398  -179.771931421  -179.767723256  -179.766090483  -179.761865781  -179.759483689  -179.754895169  -179.753040063  -179.752469346  -179.748799925  -179.748355994  -179.746150299  -179.742727099  -179.740263057  -179.736329409  -179.733776801  -179.728784405  -179.724357949  -179.720045048  -179.715931329  -179.711650400  -179.710093698  -179.705756911  -179.704680523  -179.700687341  -179.699623081  -179.697650744  -179.696558187  -179.696452349  -179.695356117  -179.693499541  -179.692305555  -179.692164070  -179.691920055  -179.690849547  -179.690734889  -179.689074922  -179.687144847  -179.686602427  -179.685931385  -179.685566831  -179.685245642  -179.684368803  -179.682487238  -179.681651926  -179.680729518  -179.680503509  -179.680304695  -179.679668932  -179.677985445  -179.676616166  -179.676189506  -179.675940713  -179.674651179  -179.674553426  -179.673639470  -179.673028329  -179.671903065  -179.671316545  -179.670673432  -179.668528741  -179.668022336  -179.667570687  -179.667119037  -179.664539970  -179.664136462  -179.662949826  -179.661455599  -179.660221924  -179.656781085  -179.654559220  -179.654473227  -179.654358202  -179.652647521  -179.650420144  -179.649863392  -179.649722274  -179.646855459  -179.646432107  -179.645722478  -179.644115430  -179.668528741  -179.534412112
     0.700  -179.846223388  -179.772034218  -179.767868314  -179.766116841  -179.761959758  -179.759599716  -179.755170687  -179.752955071  -179.752538333  -179.748762708  -179.748528614  -179.746129986  -179.742824752  -179.740383861  -179.736576999  -179.733628233  -179.728782099  -179.724161239  -179.719933229  -179.715610406  -179.711408856  -179.709827532  -179.705586660  -179.704442286  -179.700586547  -179.699796436  -179.697638516  -179.696641507  -179.696121504  -179.695576511  -179.693645334  -179.692379320  -179.692018074  -179.691827713  -179.690764922  -179.690551409  -179.689206016  -179.687188845  -179.686436587  -179.685940838  -179.685570038  -179.685370856  -179.684475275  -179.682241651  -179.681780447  -179.680859141  -179.680505980  -179.680421090  -179.679801496  -179.677738389  -179.676775924  -179.676384911  -179.675764215  -179.674649975  -179.674567289  -179.673561460  -179.672983026  -179.671809620  -179.671478876  -179.670587705  -179.668496668  -179.668092058  -179.667472465  -179.666788560  -179.664300263  -179.664102184  -179.663087903  -179.661419483  -179.660356325  -179.656927981  -179.654567572  -179.654315104  -179.654202651  -179.652530924  -179.650561895  -179.649644999  -179.649506087  -179.646814199  -179.646196075  -179.645558107  -179.644239174  -179.668496668  -179.534417605
     0.800  -179.846099834  -179.772122707  -179.767943942  -179.766119338  -179.761982833  -179.759673873  -179.755367220  -179.752852831  -179.752563246  -179.748718532  -179.748596157  -179.746065598  -179.742874287  -179.740443686  -179.736761404  -179.733435957  -179.728737556  -179.723943239  -179.719752714  -179.715256801  -179.711084650  -179.709549631  -179.705354328  -179.704159607  -179.700439473  -179.699940785  -179.697613083  -179.696682957  -179.695723432  -179.695710570  -179.693748891  -179.692478467  -179.691742010  -179.691708936  -179.690737651  -179.690215811  -179.689287523  -179.687187666  -179.686234021  -179.685922755  -179.685522922  -179.685466696  -179.684498718  -179.682091637  -179.681723777  -179.680947631  -179.680523911  -179.680405946  -179.679869406  -179.677453138  -179.676872498  -179.676572624  -179.675499176  -179.674634464  -179.674507679  -179.673439009  -179.672951713  -179.671651154  -179.671572878  -179.670454229  -179.668455800  -179.668107049  -179.667377208  -179.666419520  -179.664081528  -179.663950701  -179.663198809  -179.661298502  -179.660427175  -179.657031905  -179.654541771  -179.654237486  -179.653906375  -179.652388995  -179.650659939  -179.649449784  -179.649127493  -179.646732172  -179.645908987  -179.645349294  -179.644317373  -179.673439009  -179.534422025
     0.900  -179.845919095  -179.772191864  -179.767939232  -179.766092945  -179.761924102  -179.759702973  -179.755474595  -179.752726848  -179.752534282  -179.748777031  -179.748431220  -179.745947700  -179.742865902  -179.740433832  -179.736876497  -179.733188702  -179.728643178  -179.723695249  -179.719488186  -179.714858506  -179.710660263  -179.709250559  -179.705043864  -179.703819376  -179.700234847  -179.700049998  -179.697571623  -179.696644805  -179.695773479  -179.695234366  -179.693802613  -179.692526676  -179.691561639  -179.691388182  -179.690631146  -179.689828540  -179.689311477  -179.687132610  -179.685981254  -179.685864023  -179.685528869  -179.685403922  -179.684431535  -179.682073698  -179.681433157  -179.680967176  -179.680524346  -179.680284373  -179.679865798  -179.677129076  -179.676893145  -179.676696169  -179.675176217  -179.674577203  -179.674378757  -179.673263782  -179.672927526  -179.671589850  -179.671413086  -179.670265405  -179.668380532  -179.668059710  -179.667271070  -179.666010935  -179.663952605  -179.663607529  -179.663246283  -179.661090201  -179.660424303  -179.657083054  -179.654459520  -179.654119588  -179.653581578  -179.652215606  -179.650671767  -179.649176437  -179.648689508  -179.646592592  -179.645557731  -179.645085502  -179.644336918  -179.685864023  -179.534422305
