     0.000  -264.230995262  -264.075105726  -264.065558251  -264.025747707  -264.002667660  -263.993404993  -263.986843401  -263.951744855  -263.950780185  -263.936672119  -264.025747707  -263.990519613
     0.500  -264.232992555  -264.076743610  -264.064984194  -264.026718224  -264.004310690  -263.993158372  -263.986385104  -263.955294807  -263.954334915  -263.938655080  -264.026718224  -263.990577164
     1.000  -264.234826645  -264.078406817  -264.063922805  -264.027760367  -264.006163156  -263.992784564  -263.985698191  -263.959702453  -263.957120446  -263.940635801  -264.027760367  -263.990621962
     1.500  -264.235761439  -264.079310373  -264.061756691  -264.028153843  -264.007480877  -263.991627218  -263.984140278  -263.963662819  -263.958525631  -263.941722737  -264.028153843  -263.990627215
     2.000  -264.235634694  -264.079271459  -264.058443779  -264.027746332  -264.008087281  -263.989602370  -263.981647611  -263.966710848  -263.958355154  -263.941615468  -264.027746332  -263.990599616
     2.500  -264.234797368  -264.078641032  -264.054456301  -264.026891735  -264.008313848  -263.987137785  -263.978666330  -263.969012650  -263.956955196  -263.940564997  -264.026891735  -263.990560515
     3.000  -264.233802607  -264.077981792  -264.050466470  -264.026139151  -264.008685794  -263.984858267  -263.975832632  -263.970983559  -263.954977023  -263.939090657  -264.026139151  -263.990529374
     3.500  -264.233108758  -264.077766419  -264.047045821  -264.025935538  -264.009627290  -263.983280964  -263.973674690  -263.972979760  -263.953073386  -263.937700775  -264.025935538  -263.990516353
     4.000  -264.232916616  -264.078208939  -264.044498783  -264.026464051  -264.011297237  -263.982646728  -263.975125979  -263.972443278  -263.951672192  -263.937588013  -264.026464051  -263.990523122
     4.500  -264.233153661  -264.079247854  -264.042841767  -264.027626444  -264.013573869  -263.982899575  -263.977289790  -263.972093803  -263.950837993  -263.938088183  -264.079247854  -263.990542077
     5.000  -264.232701266  -264.080362818  -264.040310096  -264.028764560  -264.016442879  -263.983153870  -263.979260279  -263.971385266  -263.949409904  -263.938339537  -264.080362818  -263.990562501
     5.500  -264.230080840  -264.079691209  -264.036571020  -264.027732072  -264.017186854  -263.981921833  -263.978525093  -263.969081252  -263.946770736  -263.936318493  -264.079691209  -263.990543484
     6.000  -264.225647966  -264.077561782  -264.032016506  -264.024852225  -264.016045616  -263.979434836  -263.975428424  -263.965482954  -263.942927689  -263.932172631  -264.077561782  -263.990477905
     6.500  -264.220462662  -264.074981270  -264.027638952  -264.021227297  -264.013955341  -263.976459269  -263.971213670  -263.961577630  -263.938566305  -263.927694752  -264.074981270  -263.990393101
     7.000  -264.215853144  -264.073198510  -264.024597527  -264.018300898  -264.012130319  -263.974135191  -263.967338404  -263.958613379  -263.934766741  -263.924718741  -264.073198510  -263.990348503
     7.500  -264.212548673  -264.072845010  -264.023450241  -264.016864762  -264.011238441  -263.973109913  -263.964613101  -263.957243392  -263.932208281  -263.923711837  -264.072845010  -263.990388161
     8.000  -264.210050354  -264.073320814  -264.023588686  -264.016351642  -264.010808741  -263.972847055  -263.962625598  -263.956898583  -263.930522857  -263.924082171  -264.073320814  -263.990493690
     8.500  -264.206889716  -264.073068150  -264.023470893  -264.015164810  -264.009451760  -263.971864550  -263.960018405  -263.956024856  -263.928557675  -263.924290344  -264.073068150  -263.990594448
     9.000  -264.201620518  -264.070571321  -264.021575651  -264.011772401  -264.005787406  -263.968718729  -263.955553283  -263.952978993  -263.925649254  -263.922572968  -264.070571321  -263.990628920
     9.500  -264.193753726  -264.065296827  -264.017333077  -264.005653039  -263.999361922  -263.962937093  -263.949251644  -263.946735418  -263.922548849  -263.917707493  -264.065296827  -263.990577474
    10.000  -264.184097860  -264.058031504  -264.011474151  -263.997617451  -263.991000000  -263.955353889  -263.941953615  -263.937994610  -263.919277444  -263.911000393  -264.058031504  -263.990462969
    10.500  -264.174374385  -264.050497922  -264.005649780  -263.989400698  -263.982430454  -263.947725126  -263.934829420  -263.928920129  -263.916278361  -263.904421191  -264.050497922  -263.990346958
    11.000  -264.166292024  -264.044424646  -264.001508417  -263.982732819  -263.975371561  -263.941795173  -263.929356629  -263.921393050  -263.914411413  -263.899466565  -264.044424646  -263.990291866
    11.500  -264.160655412  -264.040650857  -263.999802512  -263.978438659  -263.970647435  -263.938392920  -263.926247635  -263.916816656  -263.913417711  -263.896743807  -264.040650857  -263.990308615
    12.000  -264.157189143  -264.038942676  -264.000211092  -263.976261924  -263.968015375  -263.937240388  -263.925173012  -263.916466362  -263.911286177  -263.895894457  -264.038942676  -263.990356742
    12.500  -264.155101833  -264.038547673  -264.001901246  -263.975423724  -263.966727364  -263.937512753  -263.925292867  -263.917624753  -263.909283758  -263.896162779  -264.038547673  -263.990392810
    13.000  -264.153738975  -264.038838166  -264.004179510  -263.975278003  -263.966177768  -263.938502953  -263.925910062  -263.918850149  -263.907952136  -263.896976583  -264.038838166  -263.990404540
    13.500  -264.152809385  -264.039531794  -264.006716117  -263.975537621  -263.966118402  -263.939867991  -263.926726800  -263.920080317  -263.907309926  -263.898122962  -264.039531794  -263.990404686
    14.000  -264.152227745  -264.040530743  -264.009383852  -263.976120200  -263.966493715  -263.941481021  -263.927684222  -263.921574647  -263.907360008  -263.899610677  -264.040530743  -263.990410294
    14.500  -264.151868092  -264.041677445  -264.012011552  -263.976899777  -263.967188032  -263.943187415  -263.928675107  -263.923334695  -263.907919455  -263.901237326  -264.041677445  -263.990431401
    15.000  -264.151439289  -264.042635929  -264.014255160  -263.977583376  -263.967900296  -263.944674355  -263.929374875  -263.924827881  -263.908578432  -263.902569550  -264.042635929  -263.990459595
    15.500  -264.150577724  -264.042994809  -264.015691530  -263.977804078  -263.968237493  -263.945553237  -263.929347152  -263.925284514  -263.908847276  -263.903226467  -264.042994809  -263.990477164
    16.000  -264.149100025  -264.042531392  -264.016075920  -263.977376308  -263.967971420  -263.945609823  -263.928437966  -263.924091623  -263.908436043  -263.903002656  -264.042531392  -263.990463344
    16.500  -264.147300526  -264.041519798  -264.015646435  -263.976597705  -263.967339080  -263.945100960  -263.927115106  -263.921160980  -263.907559687  -263.902142469  -264.041519798  -263.990406395
    17.000  -264.146072374  -264.040860893  -264.015258741  -263.976375749  -263.967168206  -263.944884885  -263.926323903  -263.917328771  -263.907052557  -263.901480624  -264.040860893  -263.990326434
    17.500  -264.146592731  -264.041763443  -264.016085587  -263.977911490  -263.968571649  -263.946120016  -263.927197421  -263.914073134  -263.907985609  -263.902145406  -264.041763443  -263.990272962
    18.000  -264.149596285  -264.045010645  -264.018899147  -263.981967177  -263.972233016  -263.949549495  -263.930460793  -263.913427480  -263.910168550  -263.904833283  -264.045010645  -263.990291195
    18.500  -264.154737072  -264.050311291  -264.023432834  -263.988219631  -263.977782087  -263.954867046  -263.935798923  -263.917827033  -263.911150416  -263.909036594  -264.050311291  -263.990379475
    19.000  -264.160625905  -264.056329115  -264.028401465  -263.995290323  -263.983835926  -263.960743385  -263.941874443  -263.923799655  -263.914392930  -263.911275118  -264.056329115  -263.990489337
    19.500  -264.165531369  -264.061380474  -264.032182400  -264.001448572  -263.988688103  -263.965510304  -263.947015471  -263.928882619  -263.917776237  -263.911746041  -264.061380474  -263.990567731
    20.000  -264.168164874  -264.064219040  -264.033580392  -264.005398437  -263.991080900  -263.967929927  -263.949983027  -263.931746542  -263.918727726  -263.911422327  -264.064219040  -263.990589835
    20.500  -264.168084645  -264.064440890  -264.032223491  -264.006683078  -263.990596428  -263.967589880  -263.950363634  -263.931969862  -263.916884264  -263.910599762  -264.064440890  -263.990556613
    21.000  -264.165696968  -264.062487590  -264.028565023  -264.005684525  -263.987656041  -263.964903064  -263.948561006  -263.929973565  -263.913019264  -263.909173079  -264.062487590  -263.990485897
    21.500  -264.162003449  -264.059391248  -264.023640034  -264.003375721  -263.983270533  -263.960865939  -263.945541470  -263.926747498  -263.909347427  -263.906289883  -264.059391248  -263.990405142
    22.000  -264.158190854  -264.056364720  -264.018663955  -264.000916236  -263.978635487  -263.956661596  -263.942429317  -263.923426976  -263.907197371  -263.902653317  -264.056364720  -263.990343381
