     0.000  -264.247762702  -264.103412454  -264.080248987  -264.043556623  -264.041643453  -264.016110757  -263.999451920  -263.964488244  -263.961244014  -263.951777020  -264.043556623  -263.998773938
     0.500  -264.245479515  -264.101341311  -264.077643508  -264.042321894  -264.040614888  -264.014392407  -263.997790164  -263.959664209  -263.958818607  -263.948702620  -264.042321894  -263.998768922
     1.000  -264.241896498  -264.098011496  -264.073448982  -264.039917795  -264.038345659  -264.011132049  -263.994820861  -263.956797436  -263.954137520  -263.945780356  -264.039917795  -263.998648797
     1.500  -264.238843959  -264.095226493  -264.069482488  -264.038130536  -264.036636308  -264.008129857  -263.992362926  -263.957024775  -263.950055265  -263.944037196  -264.038130536  -263.998529479
     2.000  -264.237994989  -264.094640648  -264.067419321  -264.038598295  -264.037144491  -264.007057451  -263.992094228  -263.960967550  -263.949442961  -263.944552361  -264.038598295  -263.998554104
     2.500  -264.238914407  -264.095815106  -264.066848185  -264.040876702  -264.039433924  -264.007514929  -263.993598327  -263.967720922  -263.952031533  -263.946765722  -264.040876702  -263.998681607
     3.000  -264.239576348  -264.096735395  -264.065796138  -264.042955697  -264.041486827  -264.007550295  -263.994881700  -263.974717713  -263.955318479  -263.949030302  -264.042955697  -263.998775533
     3.500  -264.238292975  -264.095735727  -264.062657292  -264.043179047  -264.041626021  -264.005578607  -263.994295094  -263.979778376  -263.956961822  -263.949955931  -264.043179047  -263.998782153
     4.000  -264.234642079  -264.092415574  -264.057109028  -264.041157983  -264.039433337  -264.001291580  -263.991452683  -263.982099245  -263.956000609  -263.949059029  -264.041157983  -263.998727638
     4.500  -264.229196771  -264.087365690  -264.049828459  -264.037491710  -264.035473437  -263.995375513  -263.986951833  -263.981981854  -263.952651482  -263.946606586  -264.037491710  -263.998651549
     5.000  -264.222964126  -264.081601966  -264.041921514  -264.033199797  -264.030729875  -263.988939644  -263.981831957  -263.980230054  -263.947820824  -263.943362029  -264.033199797  -263.998578463
     5.500  -264.216993023  -264.076176958  -264.034527845  -264.029330020  -264.026210002  -263.983118111  -263.978028697  -263.976885425  -263.942751917  -263.940268030  -264.029330020  -263.998520863
     6.000  -264.212152886  -264.071958987  -264.028609483  -264.026739310  -264.022715993  -263.978834726  -263.975783797  -263.973368264  -263.938709608  -263.938004756  -264.028609483  -263.998486691
     6.500  -264.209174723  -264.069715443  -264.025951039  -264.025440591  -264.020942106  -263.976983666  -263.974117218  -263.971766364  -263.937468218  -263.936408735  -264.025951039  -263.998087551
     7.000  -264.207975844  -264.069327254  -264.027024371  -264.024519537  -264.020742809  -263.977222420  -263.973379910  -263.971974249  -263.937845150  -263.935747866  -264.027024371  -263.998128151
     7.500  -264.208176167  -264.070417278  -264.029600537  -264.025372528  -264.021766316  -263.979174216  -263.973606325  -263.973210535  -263.939045055  -263.935805969  -264.029600537  -263.998185736
     8.000  -264.208966520  -264.072179651  -264.032846113  -264.027066546  -264.023309663  -263.981992764  -263.975828064  -263.972895836  -263.940435524  -263.936063089  -264.032846113  -263.998260579
     8.500  -264.209333606  -264.073600340  -264.035725383  -264.028474741  -264.024448117  -263.984610379  -263.977614410  -263.971548199  -263.941189948  -263.936320295  -264.035725383  -263.998322383
     9.000  -264.208536302  -264.073929770  -264.037467457  -264.028793881  -264.024461136  -263.986221258  -263.978201085  -263.968598854  -263.940716038  -263.935855940  -264.037467457  -263.998333032
     9.500  -264.206619249  -264.073192003  -264.038080962  -264.028035534  -264.023363593  -263.986789929  -263.977607742  -263.964297137  -263.939142591  -263.934369589  -264.038080962  -263.998292422
    10.000  -264.204351946  -264.072121626  -264.038293137  -264.026933553  -264.021871701  -263.986994386  -263.976574115  -263.959647008  -263.937243517  -263.932482641  -264.038293137  -263.998270589
    10.500  -264.202223502  -264.071161810  -264.038548254  -264.025925228  -264.020416137  -263.987229659  -263.975552193  -263.955378651  -263.935454637  -263.930643047  -264.038548254  -263.998334941
    11.000  -264.199579878  -264.069608906  -264.038148544  -264.024288903  -264.018292883  -263.986754245  -263.973848984  -263.951041618  -263.933068993  -263.928206690  -264.038148544  -263.998417224
    11.500  -264.195581678  -264.066583094  -264.036214186  -264.021110214  -264.014623590  -263.984652310  -263.970586506  -263.945901617  -263.929259685  -263.924376067  -264.036214186  -263.998371821
    12.000  -264.191093548  -264.062922926  -264.033574915  -264.017189125  -264.010247913  -263.981724556  -263.966600004  -263.940810062  -263.924985803  -263.920080135  -264.033574915  -263.998205026
    12.500  -264.188492163  -264.061001036  -264.032583150  -264.014866668  -264.007532605  -263.980309440  -263.964254027  -263.938063885  -263.922764406  -263.917747388  -264.032583150  -263.998106034
    13.000  -264.189072826  -264.062130366  -264.034529785  -264.015445493  -264.007782524  -263.981705937  -263.964856004  -263.938891503  -263.924013906  -263.918680109  -264.034529785  -263.998183807
    13.500  -264.191548419  -264.065057241  -264.038148650  -264.017691035  -264.009735909  -263.984681321  -263.967157773  -263.941974195  -263.927499003  -263.921579790  -264.038148650  -263.998332700
    14.000  -264.193466024  -264.067366594  -264.041027617  -264.019236370  -264.010973284  -263.986875281  -263.968760804  -263.944814944  -263.930730765  -263.923986161  -264.041027617  -263.998413997
    14.500  -264.193234414  -264.067498434  -264.041628747  -264.018589859  -264.009935026  -263.986808675  -263.968130463  -263.945703452  -263.931983092  -263.924264631  -264.041628747  -263.998399619
    15.000  -264.190719566  -264.065340055  -264.039869833  -264.015715236  -264.006511368  -263.984459200  -263.965178666  -263.944308357  -263.930853326  -263.922238550  -264.039869833  -263.998327692
