-264.14094317003509 -264.049832772535 -264.004001218859 -263.999653038678 -263.953822219987 -263.933607886059 -263.914711015446 -263.911931663966 -263.898753355878 -263.889358023347 
-264.13885131994948 -264.047107731573 -264.002614220834 -263.995522703512 -263.950877418059 -263.932377807654 -263.914499260848 -263.911131185175 -263.899173322184 -263.887738402093 
-264.13751823843603 -264.045386577184 -264.002398318813 -263.992205158427 -263.948962962218 -263.932261128811 -263.914754117685 -263.910494135885 -263.89989563044 -263.887859858879 
-264.13722277300150 -264.044919124906 -264.003536812055 -263.989984028342 -263.948280526387 -263.933510972509 -263.915740836213 -263.909961269808 -263.900951070207 -263.889428686722 
