     0.000  -264.217818956  -264.072821552  -264.065751350  -264.011587989  -264.004854410  -263.996003702  -263.975809948  -263.954533191  -263.949390123  -263.930587698  -264.011587989  -263.972693076
     0.500  -264.220670349  -264.076003322  -264.066706845  -264.014984007  -264.008514288  -263.998309368  -263.977025261  -263.955305308  -263.949289075  -263.933031909  -264.014984007  -263.972623176
     1.000  -264.227764374  -264.083475865  -264.071777085  -264.022977656  -264.016562326  -264.004933370  -263.982644904  -263.959782046  -263.952272689  -263.940085510  -264.022977656  -263.972731429
     1.500  -264.237472334  -264.093588803  -264.079324920  -264.033951630  -264.027329402  -264.014244070  -263.991110002  -263.966452307  -263.957248438  -263.950313841  -264.033951630  -263.972973641
     2.000  -264.246222772  -264.102767738  -264.085769338  -264.044345130  -264.037220171  -264.022668908  -263.998894300  -263.972102939  -263.961373239  -263.960312653  -264.044345130  -263.973213667
     2.500  -264.250440443  -264.107443673  -264.087531051  -264.050587689  -264.042641383  -264.026628967  -264.002454893  -263.973748525  -263.966635325  -263.961953094  -264.050587689  -263.973366750
     3.000  -264.247922610  -264.105422323  -264.082409528  -264.050455989  -264.041377804  -264.023907542  -263.999619545  -263.969940790  -263.967028038  -263.957402288  -264.050455989  -263.973399466
     3.500  -264.238459267  -264.096496991  -264.070198806  -264.043686005  -264.033216490  -264.014265598  -263.990210592  -263.962009159  -263.960130166  -263.947151775  -264.043686005  -263.973280019
     4.000  -264.224318203  -264.082933258  -264.053171817  -264.032461735  -264.020427801  -263.999925720  -263.976517134  -263.952247880  -263.947762992  -263.932999686  -264.032461735  -263.972996114
     4.500  -264.210165285  -264.069389644  -264.036004719  -264.021348721  -264.007685689  -263.985502694  -263.963204306  -263.943153874  -263.935745210  -263.920512247  -264.069389644  -263.972672232
     5.000  -264.195279165  -264.055443572  -264.017101163  -264.010621890  -263.994916698  -263.970237689  -263.950175864  -263.935555513  -263.924000790  -263.909449527  -264.055443572  -263.972392444
     5.500  -264.187569292  -264.048783627  -264.007546842  -264.005166220  -263.989524973  -263.962311730  -263.944964211  -263.934645735  -263.919283782  -263.906011396  -264.048783627  -263.972458056
     6.000  -264.186163841  -264.048520712  -264.009318737  -264.001279822  -263.990654122  -263.960890843  -263.946490620  -263.939161702  -263.920270712  -263.908895325  -264.048520712  -263.972760056
     6.500  -264.186533332  -264.050126084  -264.012831398  -263.999559747  -263.993732406  -263.961480096  -263.950087805  -263.944258260  -263.922235859  -263.913230804  -264.050126084  -263.972997312
     7.000  -264.184742481  -264.049681360  -264.013804831  -263.996583730  -263.994638588  -263.960159636  -263.951597043  -263.945938749  -263.921236955  -263.914920849  -264.049681360  -263.973025134
